[2024-07-26 11:29:10,200] [INFO] [real_accelerator.py:191:get_accelerator] Setting ds_accelerator to cuda (auto detect)
Random Sparsity Layout: 13150 / 262144 = 0.05016326904296875
Random Sparsity Layout: 13170 / 262144 = 0.05023956298828125
Random Sparsity Layout: 13177 / 262144 = 0.050266265869140625
Random Sparsity Layout: 13157 / 262144 = 0.050189971923828125
Random Sparsity Layout: 13153 / 262144 = 0.050174713134765625
Random Sparsity Layout: 13104 / 262144 = 0.04998779296875
Random Sparsity Layout: 13181 / 262144 = 0.050281524658203125
Random Sparsity Layout: 13106 / 262144 = 0.04999542236328125
Random Sparsity Layout: 13143 / 262144 = 0.050136566162109375
Random Sparsity Layout: 13341 / 262144 = 0.050891876220703125
Random Sparsity Layout: 13243 / 262144 = 0.050518035888671875
Random Sparsity Layout: 13090 / 262144 = 0.04993438720703125
Random Sparsity Layout: 13136 / 262144 = 0.05010986328125
Random Sparsity Layout: 12981 / 262144 = 0.049518585205078125
Random Sparsity Layout: 13242 / 262144 = 0.05051422119140625
Random Sparsity Layout: 13210 / 262144 = 0.05039215087890625
Random Sparsity Layout: 13182 / 262144 = 0.05028533935546875
Random Sparsity Layout: 13251 / 262144 = 0.050548553466796875
Random Sparsity Layout: 13179 / 262144 = 0.050273895263671875
Random Sparsity Layout: 13051 / 262144 = 0.049785614013671875
Random Sparsity Layout: 13185 / 262144 = 0.050296783447265625
Random Sparsity Layout: 13260 / 262144 = 0.0505828857421875
Random Sparsity Layout: 13082 / 262144 = 0.04990386962890625
Random Sparsity Layout: 13312 / 262144 = 0.05078125
{'loss': 6.2512, 'learning_rate': 4.9884619822314526e-05, 'epoch': 0.01}
{'loss': 5.4432, 'learning_rate': 1.700126918195454e-05, 'epoch': 3.3}
{'loss': 5.5218, 'learning_rate': 1.6885889004269067e-05, 'epoch': 3.31}
{'loss': 5.4917, 'learning_rate': 1.6770508826583593e-05, 'epoch': 3.32}
{'loss': 5.4069, 'learning_rate': 1.665512864889812e-05, 'epoch': 3.33}
{'loss': 5.482, 'learning_rate': 1.6539748471212646e-05, 'epoch': 3.35}
{'loss': 5.4847, 'learning_rate': 1.6424368293527173e-05, 'epoch': 3.36}
{'loss': 5.4436, 'learning_rate': 1.63089881158417e-05, 'epoch': 3.37}
{'loss': 5.4696, 'learning_rate': 1.6193607938156226e-05, 'epoch': 3.38}
{'loss': 5.4561, 'learning_rate': 1.6078227760470753e-05, 'epoch': 3.39}
{'loss': 5.4433, 'learning_rate': 1.596284758278528e-05, 'epoch': 3.4}
{'loss': 5.4714, 'learning_rate': 1.5847467405099806e-05, 'epoch': 3.42}
{'loss': 5.5261, 'learning_rate': 1.573208722741433e-05, 'epoch': 3.43}
{'loss': 5.5147, 'learning_rate': 1.561670704972886e-05, 'epoch': 3.44}
{'loss': 5.4541, 'learning_rate': 1.5501326872043385e-05, 'epoch': 3.45}
{'loss': 5.4671, 'learning_rate': 1.5385946694357912e-05, 'epoch': 3.46}
{'loss': 5.5029, 'learning_rate': 1.5270566516672435e-05, 'epoch': 3.47}
{'loss': 5.4586, 'learning_rate': 1.5155186338986963e-05, 'epoch': 3.48}
{'loss': 5.4689, 'learning_rate': 1.503980616130149e-05, 'epoch': 3.5}
{'loss': 5.4949, 'learning_rate': 1.4924425983616016e-05, 'epoch': 3.51}
{'loss': 5.4473, 'learning_rate': 1.4809045805930541e-05, 'epoch': 3.52}
{'loss': 5.4687, 'learning_rate': 1.4693665628245068e-05, 'epoch': 3.53}
{'loss': 5.4858, 'learning_rate': 1.4578285450559594e-05, 'epoch': 3.54}
{'loss': 5.4852, 'learning_rate': 1.4462905272874122e-05, 'epoch': 3.55}
{'loss': 5.4919, 'learning_rate': 1.4347525095188646e-05, 'epoch': 3.57}
{'loss': 5.4519, 'learning_rate': 1.4232144917503174e-05, 'epoch': 3.58}
{'loss': 5.4735, 'learning_rate': 1.41167647398177e-05, 'epoch': 3.59}
{'loss': 5.4392, 'learning_rate': 1.4001384562132227e-05, 'epoch': 3.6}
{'loss': 5.4695, 'learning_rate': 1.3886004384446752e-05, 'epoch': 3.61}
{'loss': 5.4742, 'learning_rate': 1.3770624206761278e-05, 'epoch': 3.62}
{'loss': 5.4391, 'learning_rate': 1.3655244029075807e-05, 'epoch': 3.63}
{'loss': 5.4205, 'learning_rate': 1.3539863851390333e-05, 'epoch': 3.65}
{'loss': 5.4888, 'learning_rate': 1.3424483673704858e-05, 'epoch': 3.66}
{'loss': 5.3596, 'learning_rate': 1.3309103496019385e-05, 'epoch': 3.67}
{'loss': 5.4535, 'learning_rate': 1.3193723318333911e-05, 'epoch': 3.68}
{'loss': 5.4901, 'learning_rate': 1.307834314064844e-05, 'epoch': 3.69}
{'loss': 5.5023, 'learning_rate': 1.2962962962962962e-05, 'epoch': 3.7}
{'loss': 5.3833, 'learning_rate': 1.284758278527749e-05, 'epoch': 3.72}
{'loss': 5.429, 'learning_rate': 1.2732202607592017e-05, 'epoch': 3.73}
{'loss': 5.4285, 'learning_rate': 1.2616822429906542e-05, 'epoch': 3.74}
{'loss': 5.4717, 'learning_rate': 1.2501442252221069e-05, 'epoch': 3.75}
{'loss': 5.53, 'learning_rate': 1.2386062074535595e-05, 'epoch': 3.76}
{'loss': 5.4264, 'learning_rate': 1.2270681896850122e-05, 'epoch': 3.77}
{'loss': 5.4612, 'learning_rate': 1.2155301719164648e-05, 'epoch': 3.78}
{'loss': 5.4957, 'learning_rate': 1.2039921541479173e-05, 'epoch': 3.8}
{'loss': 5.4219, 'learning_rate': 1.1924541363793701e-05, 'epoch': 3.81}
{'loss': 5.5337, 'learning_rate': 1.1809161186108226e-05, 'epoch': 3.82}
{'loss': 5.4328, 'learning_rate': 1.1693781008422754e-05, 'epoch': 3.83}
{'loss': 5.4543, 'learning_rate': 1.157840083073728e-05, 'epoch': 3.84}
{'loss': 5.4544, 'learning_rate': 1.1463020653051806e-05, 'epoch': 3.85}
{'loss': 5.4459, 'learning_rate': 1.1347640475366332e-05, 'epoch': 3.87}
{'loss': 5.4884, 'learning_rate': 1.1232260297680859e-05, 'epoch': 3.88}
{'loss': 5.4817, 'learning_rate': 1.1116880119995385e-05, 'epoch': 3.89}
{'loss': 5.4298, 'learning_rate': 1.1001499942309912e-05, 'epoch': 3.9}
{'loss': 5.4088, 'learning_rate': 1.0886119764624437e-05, 'epoch': 3.91}
{'loss': 5.488, 'learning_rate': 1.0770739586938965e-05, 'epoch': 3.92}
{'loss': 5.5102, 'learning_rate': 1.065535940925349e-05, 'epoch': 3.93}
{'loss': 5.4503, 'learning_rate': 1.0539979231568017e-05, 'epoch': 3.95}
{'loss': 5.4433, 'learning_rate': 1.0424599053882543e-05, 'epoch': 3.96}
{'loss': 5.4648, 'learning_rate': 1.030921887619707e-05, 'epoch': 3.97}
{'loss': 5.4347, 'learning_rate': 1.0193838698511596e-05, 'epoch': 3.98}
{'loss': 5.4486, 'learning_rate': 1.0078458520826123e-05, 'epoch': 3.99}
{'loss': 5.5025, 'learning_rate': 9.96307834314065e-06, 'epoch': 4.0}
{'loss': 5.4938, 'learning_rate': 9.847698165455176e-06, 'epoch': 4.02}
{'loss': 5.4805, 'learning_rate': 9.7323179877697e-06, 'epoch': 4.03}
{'loss': 5.4817, 'learning_rate': 9.616937810084229e-06, 'epoch': 4.04}
{'loss': 5.5048, 'learning_rate': 9.501557632398754e-06, 'epoch': 4.05}
{'loss': 5.4629, 'learning_rate': 9.38617745471328e-06, 'epoch': 4.06}
{'loss': 5.4429, 'learning_rate': 9.270797277027807e-06, 'epoch': 4.07}
{'loss': 5.4737, 'learning_rate': 9.155417099342333e-06, 'epoch': 4.08}
{'loss': 5.4255, 'learning_rate': 9.04003692165686e-06, 'epoch': 4.1}
{'loss': 5.4774, 'learning_rate': 8.924656743971386e-06, 'epoch': 4.11}
{'loss': 5.4399, 'learning_rate': 8.809276566285913e-06, 'epoch': 4.12}
{'loss': 5.4961, 'learning_rate': 8.69389638860044e-06, 'epoch': 4.13}
{'loss': 5.4758, 'learning_rate': 8.578516210914964e-06, 'epoch': 4.14}
{'loss': 5.5023, 'learning_rate': 8.463136033229493e-06, 'epoch': 4.15}
{'loss': 5.4391, 'learning_rate': 8.347755855544017e-06, 'epoch': 4.17}
{'loss': 5.4526, 'learning_rate': 8.232375677858544e-06, 'epoch': 4.18}
{'loss': 5.4657, 'learning_rate': 8.11699550017307e-06, 'epoch': 4.19}
{'loss': 5.4342, 'learning_rate': 8.001615322487597e-06, 'epoch': 4.2}
{'loss': 5.3856, 'learning_rate': 7.886235144802124e-06, 'epoch': 4.21}
{'loss': 5.4805, 'learning_rate': 7.77085496711665e-06, 'epoch': 4.22}
{'loss': 5.403, 'learning_rate': 7.655474789431177e-06, 'epoch': 4.23}
{'loss': 5.5055, 'learning_rate': 7.540094611745703e-06, 'epoch': 4.25}
{'loss': 5.4389, 'learning_rate': 7.424714434060229e-06, 'epoch': 4.26}
{'loss': 5.4244, 'learning_rate': 7.3093342563747556e-06, 'epoch': 4.27}
{'loss': 5.4883, 'learning_rate': 7.193954078689281e-06, 'epoch': 4.28}
{'loss': 5.4708, 'learning_rate': 7.078573901003809e-06, 'epoch': 4.29}
{'loss': 5.4707, 'learning_rate': 6.963193723318334e-06, 'epoch': 4.3}
{'loss': 5.4279, 'learning_rate': 6.847813545632861e-06, 'epoch': 4.32}
{'loss': 5.4595, 'learning_rate': 6.732433367947387e-06, 'epoch': 4.33}
{'loss': 5.4469, 'learning_rate': 6.617053190261914e-06, 'epoch': 4.34}
{'loss': 5.4894, 'learning_rate': 6.50167301257644e-06, 'epoch': 4.35}
{'loss': 5.5057, 'learning_rate': 6.386292834890965e-06, 'epoch': 4.36}
{'loss': 5.4878, 'learning_rate': 6.270912657205493e-06, 'epoch': 4.37}
{'loss': 5.4371, 'learning_rate': 6.1555324795200185e-06, 'epoch': 4.38}
{'loss': 5.4345, 'learning_rate': 6.040152301834545e-06, 'epoch': 4.4}
{'loss': 5.4821, 'learning_rate': 5.9247721241490716e-06, 'epoch': 4.41}
{'loss': 5.3985, 'learning_rate': 5.809391946463598e-06, 'epoch': 4.42}
{'loss': 5.4666, 'learning_rate': 5.694011768778125e-06, 'epoch': 4.43}
{'loss': 5.4318, 'learning_rate': 5.57863159109265e-06, 'epoch': 4.44}
{'loss': 5.4645, 'learning_rate': 5.463251413407177e-06, 'epoch': 4.45}
{'loss': 5.4425, 'learning_rate': 5.3478712357217034e-06, 'epoch': 4.47}
{'loss': 5.4016, 'learning_rate': 5.23249105803623e-06, 'epoch': 4.48}
{'loss': 5.4792, 'learning_rate': 5.1171108803507565e-06, 'epoch': 4.49}
{'loss': 5.4476, 'learning_rate': 5.001730702665282e-06, 'epoch': 4.5}
{'loss': 5.4412, 'learning_rate': 4.886350524979809e-06, 'epoch': 4.51}
{'loss': 5.4423, 'learning_rate': 4.770970347294335e-06, 'epoch': 4.52}
{'loss': 5.42, 'learning_rate': 4.655590169608862e-06, 'epoch': 4.53}
{'loss': 5.4235, 'learning_rate': 4.540209991923388e-06, 'epoch': 4.55}
{'loss': 5.4511, 'learning_rate': 4.424829814237914e-06, 'epoch': 4.56}
{'loss': 5.466, 'learning_rate': 4.309449636552441e-06, 'epoch': 4.57}
{'loss': 5.4638, 'learning_rate': 4.194069458866967e-06, 'epoch': 4.58}
{'loss': 5.4144, 'learning_rate': 4.078689281181494e-06, 'epoch': 4.59}
{'loss': 5.441, 'learning_rate': 3.9633091034960194e-06, 'epoch': 4.6}
{'loss': 5.445, 'learning_rate': 3.847928925810546e-06, 'epoch': 4.62}
{'loss': 5.4341, 'learning_rate': 3.7325487481250725e-06, 'epoch': 4.63}
{'loss': 5.4337, 'learning_rate': 3.617168570439599e-06, 'epoch': 4.64}
{'loss': 5.4159, 'learning_rate': 3.501788392754125e-06, 'epoch': 4.65}
{'loss': 5.4571, 'learning_rate': 3.386408215068651e-06, 'epoch': 4.66}
{'loss': 5.4394, 'learning_rate': 3.2710280373831774e-06, 'epoch': 4.67}
{'loss': 5.4597, 'learning_rate': 3.1556478596977036e-06, 'epoch': 4.68}
{'loss': 5.445, 'learning_rate': 3.0402676820122305e-06, 'epoch': 4.7}
{'loss': 5.4569, 'learning_rate': 2.9248875043267567e-06, 'epoch': 4.71}
{'loss': 5.4311, 'learning_rate': 2.809507326641283e-06, 'epoch': 4.72}
{'loss': 5.5084, 'learning_rate': 2.6941271489558097e-06, 'epoch': 4.73}
{'loss': 5.4499, 'learning_rate': 2.578746971270336e-06, 'epoch': 4.74}
{'loss': 5.4547, 'learning_rate': 2.4633667935848624e-06, 'epoch': 4.75}
{'loss': 5.4624, 'learning_rate': 2.3479866158993885e-06, 'epoch': 4.77}
{'loss': 5.4719, 'learning_rate': 2.232606438213915e-06, 'epoch': 4.78}
{'loss': 5.4219, 'learning_rate': 2.1172262605284416e-06, 'epoch': 4.79}
{'loss': 5.4027, 'learning_rate': 2.0018460828429677e-06, 'epoch': 4.8}
{'loss': 5.4467, 'learning_rate': 1.8864659051574943e-06, 'epoch': 4.81}
{'loss': 5.4865, 'learning_rate': 1.7710857274720202e-06, 'epoch': 4.82}
{'loss': 5.428, 'learning_rate': 1.6557055497865465e-06, 'epoch': 4.83}
{'loss': 5.4721, 'learning_rate': 1.540325372101073e-06, 'epoch': 4.85}
{'loss': 5.4818, 'learning_rate': 1.4249451944155996e-06, 'epoch': 4.86}
{'loss': 5.4797, 'learning_rate': 1.309565016730126e-06, 'epoch': 4.87}
{'loss': 5.4069, 'learning_rate': 1.1941848390446523e-06, 'epoch': 4.88}
{'loss': 5.4495, 'learning_rate': 1.0788046613591784e-06, 'epoch': 4.89}
{'loss': 5.4588, 'learning_rate': 9.634244836737047e-07, 'epoch': 4.9}
{'loss': 5.4662, 'learning_rate': 8.480443059882312e-07, 'epoch': 4.92}
{'loss': 5.4202, 'learning_rate': 7.326641283027576e-07, 'epoch': 4.93}
{'loss': 5.5194, 'learning_rate': 6.17283950617284e-07, 'epoch': 4.94}
{'loss': 5.4659, 'learning_rate': 5.019037729318103e-07, 'epoch': 4.95}
{'loss': 5.509, 'learning_rate': 3.865235952463367e-07, 'epoch': 4.96}
{'loss': 5.4174, 'learning_rate': 2.7114341756086306e-07, 'epoch': 4.97}
{'loss': 5.444, 'learning_rate': 1.5576323987538942e-07, 'epoch': 4.98}
{'loss': 5.4281, 'learning_rate': 4.038306218991577e-08, 'epoch': 5.0}
{'train_runtime': 4884.9659, 'train_samples_per_second': 53.227, 'train_steps_per_second': 8.871, 'train_loss': 5.506550202898409, 'epoch': 5.0}
